libbsd0:amd64 0.4.2-1
libbz2-1.0:amd64 1.0.6-4
libc-bin 2.13-38+deb7u6
libc-dev-bin 2.13-38+deb7u6
libc6:amd64 2.13-38+deb7u6
libc6-dev:amd64 2.13-38+deb7u6
libcairo2:amd64 1.12.2-3
libcap2:amd64 1:2.22-1.2
libclass-accessor-perl 0.34-1
libclass-isa-perl 0.36-3
libcomerr2:amd64 1.42.5-1.1
libconfig-tiny-perl 2.14-1
libconfig9:amd64 1.4.8-5
libcups2:amd64 1.5.3-5+deb7u4
libcurl3:amd64 7.26.0-1+wheezy11
libcurl3-gnutls:amd64 7.26.0-1+wheezy11
libcurl4-gnutls-dev 7.26.0-1+wheezy11
libdatrie1:amd64 0.2.5-3
libdb5.1:amd64 5.1.29-5
libdbus-1-3:amd64 1.6.8-1+deb7u5
libdevmapper-event1.02.1:amd64 2:1.02.74-8
libdevmapper1.02.1:amd64 2:1.02.74-8
libdns88 1:9.8.4.dfsg.P1-6+nmu2+deb7u3
libdpkg-perl 1.16.15
libdrm2:amd64 2.4.40-1~deb7u2
libdw1 0.152-1+wheezy1
libedit2:amd64 2.11-20080614-5
libelf1 0.152-1+wheezy1
liberror-perl 0.17-1
libev4 1:4.11-1
libexpat1:amd64 2.1.0-1+deb7u1
libexpat1-dev 2.1.0-1+deb7u1
libffi-dev:amd64 3.0.10-3
libffi5:amd64 3.0.10-3
libflac8:amd64 1.2.1-6+deb7u1
libfontconfig1:amd64 2.9.0-7.1
libfreetype6:amd64 2.4.9-1.1
libfuse2:amd64 2.9.0-2+deb7u1
libgcc1:amd64 1:4.7.2-5
libgcrypt11:amd64 1.5.0-5+deb7u2
libgcrypt11-dev 1.5.0-5+deb7u2
libgdbm3:amd64 1.8.3-11
libgdk-pixbuf2.0-0:amd64 2.26.1-1
libgdk-pixbuf2.0-common 2.26.1-1
libgeoip1 1.4.8+dfsg-3
libgfortran3:amd64 4.7.2-5
libgif4 4.1.6-10
libgl1-mesa-glx:amd64 8.0.5-4+deb7u2
libglapi-mesa:amd64 8.0.5-4+deb7u2
libglib2.0-0:amd64 2.33.12+really2.32.4-5
libgmp10:amd64 2:5.0.5+dfsg-2
libgnutls-dev 2.12.20-8+deb7u2
libgnutls-openssl27:amd64 2.12.20-8+deb7u2
libgnutls26:amd64 2.12.20-8+deb7u2
libgnutlsxx27:amd64 2.12.20-8+deb7u2
libgomp1:amd64 4.7.2-5
libgpg-error-dev 1.10-3.1
libgpg-error0:amd64 1.10-3.1
libgpm2:amd64 1.20.4-6
libgssapi-krb5-2:amd64 1.10.1+dfsg-5+deb7u2
libgssrpc4:amd64 1.10.1+dfsg-5+deb7u2
libgtk2.0-0:amd64 2.24.10-2
libgtk2.0-common 2.24.10-2
libice6:amd64 2:1.0.8-2
libidn11:amd64 1.25-2
libidn11-dev 1.25-2
libisc84 1:9.8.4.dfsg.P1-6+nmu2+deb7u3
libisccc80 1:9.8.4.dfsg.P1-6+nmu2+deb7u3
libisccfg82 1:9.8.4.dfsg.P1-6+nmu2+deb7u3
libitm1:amd64 4.7.2-5
libjasper1:amd64 1.900.1-13+deb7u2
libjbig0:amd64 2.0-2+deb7u1
libjemalloc1 3.0.0-3
libjpeg8:amd64 8d-1+deb7u1
libjs-jquery 1.7.2+dfsg-1
libjs-sphinxdoc 1.1.3+dfsg-8~bpo70+1
libjs-underscore 1.1.6-1+deb7u1
libjson-perl 2.53-1
libjson-ruby 1.7.3-3
libjson0:amd64 0.10-1.2
libk5crypto3:amd64 1.10.1+dfsg-5+deb7u2
libkadm5clnt-mit8:amd64 1.10.1+dfsg-5+deb7u2
libkadm5srv-mit8:amd64 1.10.1+dfsg-5+deb7u2
libkdb5-6:amd64 1.10.1+dfsg-5+deb7u2
libkeyutils1:amd64 1.5.5-3+deb7u1
libklibc 2.0.1-3.1
libkmod2:amd64 9-3
libkrb5-3:amd64 1.10.1+dfsg-5+deb7u2
libkrb5-dev 1.10.1+dfsg-5+deb7u2
libkrb5support0:amd64 1.10.1+dfsg-5+deb7u2
liblapack3 3.4.1+dfsg-1+deb70u1
liblcms2-2:amd64 2.2+git20110628-2.2+deb7u1
libldap-2.4-2:amd64 2.4.31-1+nmu2
libldap2-dev:amd64 2.4.31-1+nmu2
liblocale-gettext-perl 1.05-7+b1
libltdl7:amd64 2.4.2-1.1
liblwres80 1:9.8.4.dfsg.P1-6+nmu2+deb7u3
liblzma5:amd64 5.1.1alpha+20120614-2
libmagic1:amd64 5.11-2+deb7u6
libmath-calc-units-perl 1.07-1
libmodule-implementation-perl 0.06-1
libmodule-runtime-perl 0.013-1
libmount1 2.20.1-5.3
libmpc2:amd64 0.9-4
libmpfr4:amd64 3.1.0-5
libmysqlclient18:amd64 5.5.40-0+wheezy1
libnagios-plugin-perl 0.36-1
libncurses5:amd64 5.9-10
libncursesw5:amd64 5.9-10
libnetfilter-conntrack3:amd64 1.0.1-1
libnfnetlink0 1.0.0-1.1
libnl1:amd64 1.1-7
libnspr4:amd64 2:4.9.2-1+deb7u2
libnss3:amd64 2:3.14.5-1+deb7u3
libodbc1:amd64 2.2.14p2-5
libogg0:amd64 1.3.0-4
libopts25 1:5.12-0.1
libp11-kit-dev 0.12-3
libp11-kit0:amd64 0.12-3
libpam-modules:amd64 1.1.3-7.1
libpam-modules-bin 1.1.3-7.1
libpam-runtime 1.1.3-7.1
libpam0g:amd64 1.1.3-7.1
libpango1.0-0:amd64 1.30.0-1
libparams-classify-perl 0.013-4
libparams-validate-perl 1.06-1
libparted0debian1:amd64 2.3-12
libpcap0.8:amd64 1.3.0-1
libpci3:amd64 1:3.1.9-6
libpcre3:amd64 1:8.30-5
libpcsclite1:amd64 1.8.4-1+deb7u1
libpipeline1:amd64 1.2.1-1
libpixman-1-0:amd64 0.26.0-4+deb7u1
libpng12-0:amd64 1.2.49-1
libpopt0:amd64 1.16-7
libpq-dev 9.1.14-0+deb7u1
libpq5 9.1.14-0+deb7u1
libprocps0:amd64 1:3.3.3-3
libpulse0:amd64 2.0-6.1
libpython2.6 2.6.8-1.1
libpython2.7 2.7.3-6+deb7u2
libquadmath0:amd64 4.7.2-5
librabbitmq1 0.3.0-1~bpo70+1
libreadline5:amd64 5.2+dfsg-2~deb7u1
libreadline6:amd64 6.2+dfsg-0.1
librelp0 1.0.0-1
librtmp-dev 2.4+20111222.git4e06e21-1
librtmp0:amd64 2.4+20111222.git4e06e21-1
libruby1.8 1.8.7.358-7.1+deb7u1
libruby1.9.1 1.9.3.194-8.1+deb7u2
libsasl2-2:amd64 2.1.25.dfsg1-6+deb7u1
libselinux1:amd64 2.1.9-5
libsemanage-common 2.1.6-6
libsemanage1:amd64 2.1.6-6
libsepol1:amd64 2.1.4-3
libslang2:amd64 2.2.4-15
libsm6:amd64 2:1.2.1-2
libsndfile1:amd64 1.0.25-5
